"TEAM"	"PCT"	"Player"	"Pos"	"Age"	"GP"	"PER"
"8478"	"charlotte hornets"	0.317073170731707	"Johnny Newman"	"SF"	27	81	15.1
"8527"	"golden state warriors"	0.536585365853659	"Mario Elie"	"SF"	27	30	13.4
"8545"	"utah jazz"	0.658536585365854	"Mike Brown"	"C"	27	82	9.6
"8603"	"los angeles clippers"	0.378048780487805	"Ron Harper"	"SG"	27	39	14.5
"8757"	"indiana pacers"	0.48780487804878	"Chuck Person"	"SF"	27	81	14.5
"8782"	"milwaukee bucks"	0.378048780487805	"Dave Popson"	"PF"	27	5	6.9
"8911"	"portland trail blazers"	0.695121951219512	"Kevin Duckworth"	"C"	27	82	10.5
"9105"	"sacramento kings"	0.353658536585366	"Wayman Tisdale"	"PF"	27	72	13.9
"9142"	"san antonio spurs"	0.597560975609756	"Avery Johnson"	"PG"	27	75	15.8
"9155"	"milwaukee bucks"	0.341463414634146	"Blue Edwards"	"SF"	27	82	16.4
"9180"	"brooklyn nets"	0.524390243902439	"Chris Dudley"	"C"	27	71	9.9
"9237"	"atlanta hawks"	0.524390243902439	"Duane Ferrell"	"SF"	27	82	13.7
"9259"	"oklahoma city thunder"	0.670731707317073	"Gerald Paddio"	"SF"	27	41	16.3
"9863"	"indiana pacers"	0.573170731707317	"Pooh Richardson"	"PG"	27	37	13.3
"9915"	"boston celtics"	0.390243902439024	"Sherman Douglas"	"PG"	27	78	14.3
"10098"	"boston celtics"	0.426829268292683	"Dino Rada"	"PF"	27	66	17.9
"10113"	"minnesota timberwolves"	0.25609756097561	"Doug West"	"SG"	27	71	11.6
"10140"	"dallas mavericks"	0.439024390243902	"George McCloud"	"SF"	27	42	17
"10158"	"charlotte hornets"	0.609756097560976	"Greg Sutton"	"PG"	27	53	10.6
"10295"	"boston celtics"	0.426829268292683	"Pervis Ellison"	"C"	27	55	13.3
"10436"	"indiana pacers"	0.634146341463415	"Antonio Davis"	"PF"	27	82	13.9
"10502"	"houston rockets"	0.585365853658537	"Chucky Brown"	"PF"	27	82	13.7
"10509"	"los angeles lakers"	0.646341463414634	"Corie Blount"	"PF"	27	57	10.9
"10542"	"los angeles lakers"	0.646341463414634	"Derek Strong"	"PF"	27	63	12.4
"10715"	"sacramento kings"	0.475609756097561	"Lionel Simmons"	"SF"	27	54	11.6
"10776"	"chicago bulls"	0.878048780487805	"Randy Brown"	"PG"	27	68	11.2
"10836"	"atlanta hawks"	0.560975609756098	"Stacey Augmon"	"SF"	27	77	15.9
"11084"	"brooklyn nets"	0.317073170731707	"Evric Gray"	"SF"	27	5	2.8
"11306"	"brooklyn nets"	0.317073170731707	"Robert Pack"	"PG"	27	34	16
"11476"	"new york knicks"	0.524390243902439	"Brooks Thompson"	"PG"	27	17	11.2
"11668"	"philadelphia 76ers"	0.378048780487805	"Jim Jackson"	"SG"	27	48	13.1
"11706"	"sacramento kings"	0.329268292682927	"Kevin Salvadori"	"C"	27	16	2.1
"11720"	"memphis grizzlies"	0.231707317073171	"Lee Mayberry"	"PG"	27	79	9.2
"11836"	"minnesota timberwolves"	0.548780487804878	"Stanley Roberts"	"C"	27	74	11.9
"11845"	"milwaukee bucks"	0.439024390243902	"Terrell Brandon"	"PG"	27	50	20.2
"11957"	"chicago bulls"	0.26	"Brent Barry"	"SG"	27	37	12.9
"11965"	"boston celtics"	0.38	"Bruce Bowen"	"SF"	27	30	5
"12362"	"oklahoma city thunder"	0.5	"Vin Baker"	"PF"	27	34	12.5
"12519"	"houston rockets"	0.414634146341463	"Devin Gray"	"SF"	27	21	14
"12557"	"chicago bulls"	0.207317073170732	"Fred Hoiberg"	"SG"	27	31	13
"12567"	"milwaukee bucks"	0.51219512195122	"Glenn Robinson"	"SF"	27	81	17.8
"12588"	"indiana pacers"	0.682926829268293	"Jalen Rose"	"SF"	27	80	16.7
"12613"	"memphis grizzlies"	0.268292682926829	"Joe Stephens"	"SF"	27	13	10.2
"12693"	"charlotte hornets"	0.597560975609756	"Michael Hawkins"	"PG"	27	12	8.8
"12890"	"sacramento kings"	0.670731707317073	"Bobby Jackson"	"PG"	27	79	13.1
"12932"	"sacramento kings"	0.670731707317073	"Chris Webber"	"PF"	27	70	24.7
"12945"	"toronto raptors"	0.573170731707317	"Corliss Williamson"	"SF"	27	42	12.1
"13029"	"toronto raptors"	0.573170731707317	"Garth Joseph"	"C"	27	2	11.3
"13068"	"brooklyn nets"	0.317073170731707	"Jamel Thomas"	"SF"	27	5	0.8
"13128"	"cleveland cavaliers"	0.365853658536585	"Lamond Murray"	"SF"	27	78	13.9
"13314"	"indiana pacers"	0.5	"Tyus Edney"	"PG"	27	24	16.6
"13348"	"toronto raptors"	0.51219512195122	"Alvin Williams"	"PG"	27	82	13.8
"13526"	"atlanta hawks"	0.402439024390244	"Ira Newble"	"SF"	27	42	11.5
"13563"	"detroit pistons"	0.609756097560976	"Jerry Stackhouse"	"SF"	27	76	19
"13596"	"brooklyn nets"	0.634146341463415	"Kerry Kittles"	"SG"	27	82	16.1
"13858"	"memphis grizzlies"	0.341463414634146	"Brevin Knight"	"PG"	27	55	11.2
"13876"	"portland trail blazers"	0.609756097560976	"Charles Smith"	"SG"	27	3	5.9
"13901"	"houston rockets"	0.524390243902439	"Cuttino Mobley"	"SG"	27	73	14.7
"14075"	"memphis grizzlies"	0.341463414634146	"Lorenzen Wright"	"C"	27	70	14.4
"14158"	"milwaukee bucks"	0.51219512195122	"Ray Allen"	"SG"	27	47	19.9
"14186"	"sacramento kings"	0.719512195121951	"Scot Pollard"	"C"	27	23	14.6
"14260"	"toronto raptors"	0.292682926829268	"Zendon Hamilton"	"C"	27	3	17.7
"14282"	"dallas mavericks"	0.634146341463415	"Antawn Jamison"	"SF"	27	82	21.2
"14288"	"dallas mavericks"	0.634146341463415	"Antoine Walker"	"PF"	27	82	15.8
"14421"	"dallas mavericks"	0.634146341463415	"Eduardo Nájera"	"SF"	27	58	11.5
"14488"	"indiana pacers"	0.74390243902439	"Jeff Foster"	"C"	27	82	16.2
"14649"	"san antonio spurs"	0.695121951219512	"Rasho Nesterovic"	"C"	27	82	15.3
"14686"	"miami heat"	0.51219512195122	"Samaki Walker"	"PF"	27	33	10.4
"14756"	"toronto raptors"	0.402439024390244	"Vince Carter"	"SG"	27	73	20
"15004"	"atlanta hawks"	0.158536585365854	"Jason Collier"	"C"	27	70	11
"15117"	"oklahoma city thunder"	0.634146341463415	"Mateen Cleaves"	"PG"	27	14	9.1
"15242"	"new york knicks"	0.402439024390244	"Stephon Marbury"	"PG"	27	82	21.9
"15256"	"new york knicks"	0.402439024390244	"Tim Thomas"	"SF"	27	71	12.3
"15288"	"minnesota timberwolves"	0.536585365853659	"Wally Szczerbiak"	"SF"	27	81	17.1
"15416"	"boston celtics"	0.402439024390244	"Dan Dickau"	"PG"	27	19	10.4
"15523"	"brooklyn nets"	0.597560975609756	"Jason Collins"	"C"	27	71	5.5
"15601"	"houston rockets"	0.414634146341463	"Lonny Baxter"	"C"	27	23	13.1
"15603"	"toronto raptors"	0.329268292682927	"Loren Woods"	"C"	27	27	12.3
"15622"	"new orleans pelicans"	0.463414634146341	"Marcus Fizer"	"PF"	27	3	14.1
"15654"	"sacramento kings"	0.536585365853659	"Mike Bibby"	"PG"	27	82	17.9
"15769"	"orlando magic"	0.439024390243902	"Terence Morris"	"SF"	27	22	5.1
"15970"	"los angeles clippers"	0.48780487804878	"Elton Brand"	"PF"	27	80	23.1
"15994"	"orlando magic"	0.48780487804878	"Hedo Türkoglu"	"SF"	27	73	14.2
"16007"	"memphis grizzlies"	0.268292682926829	"Jake Tsakalidis"	"C"	27	23	6.5
"16091"	"los angeles lakers"	0.51219512195122	"Lamar Odom"	"PF"	27	56	16.1
"16213"	"detroit pistons"	0.646341463414634	"Ronald Murray"	"SG"	27	69	10.8
"16419"	"sacramento kings"	0.463414634146341	"Dahntay Jones"	"SG"	27	25	13.5
"16645"	"indiana pacers"	0.439024390243902	"Marquis Daniels"	"SG"	27	74	11.6
"16853"	"charlotte hornets"	0.426829268292683	"Andre Brown"	"PF"	27	4	-1.5
"16857"	"utah jazz"	0.585365853658537	"Andrei Kirilenko"	"PF"	27	67	16.8
"16911"	"utah jazz"	0.585365853658537	"Carlos Boozer"	"PF"	27	37	17.2
"16955"	"memphis grizzlies"	0.292682926829268	"Darius Miles"	"SF"	27	34	16.1
"17049"	"brooklyn nets"	0.414634146341463	"Jarvis Hayes"	"SF"	27	74	10.8
"17088"	"toronto raptors"	0.402439024390244	"José Calderón"	"PG"	27	68	18.8
"17153"	"miami heat"	0.524390243902439	"Marcus Banks"	"PG"	27	16	8.7
"17418"	"milwaukee bucks"	0.560975609756098	"Carlos Delfino"	"SF"	27	75	12.9
"17526"	"charlotte hornets"	0.536585365853659	"Gerald Wallace"	"SF"	27	76	18.3
"17533"	"milwaukee bucks"	0.560975609756098	"Hakim Warrick"	"PF"	27	48	15.6
"17849"	"detroit pistons"	0.329268292682927	"Will Bynum"	"PG"	27	63	13.8
"17955"	"houston rockets"	0.524390243902439	"Chuck Hayes"	"C"	27	74	16.2
"18105"	"detroit pistons"	0.365853658536585	"Jason Maxiell"	"PF"	27	57	9.4
"18334"	"denver nuggets"	0.609756097560976	"Shelden Williams"	"PF"	27	42	11.3
"18351"	"indiana pacers"	0.451219512195122	"T.J. Ford"	"PG"	27	41	9.9
"18471"	"detroit pistons"	0.378787878787879	"Charlie Villanueva"	"PF"	27	13	16.2
"18577"	"san antonio spurs"	0.757575757575758	"Gary Neal"	"SG"	27	56	14.2
"18727"	"miami heat"	0.696969696969697	"LeBron James"	"SF"	27	62	30.7
"18730"	"toronto raptors"	0.348484848484849	"Linas Kleiza"	"SF"	27	49	12.4
"18885"	"sacramento kings"	0.333333333333333	"Travis Outlaw"	"SF"	27	39	9.6
"18934"	"toronto raptors"	0.414634146341463	"Andrea Bargnani"	"PF"	27	35	11.2
"18942"	"atlanta hawks"	0.536585365853659	"Anthony Morrow"	"SG"	27	24	12.3
"19006"	"boston celtics"	0.506172839506173	"Courtney Lee"	"SG"	27	78	11.7
"19177"	"atlanta hawks"	0.536585365853659	"Johan Petro"	"C"	27	31	11
"19298"	"brooklyn nets"	0.597560975609756	"Mirza Teletovic"	"PF"	27	53	12.3
"19324"	"utah jazz"	0.524390243902439	"Paul Millsap"	"PF"	27	78	19.8
"19349"	"new york knicks"	0.658536585365854	"Ronnie Brewer"	"SF"	27	46	10.2
"19365"	"phoenix suns"	0.304878048780488	"Sebastian Telfair"	"PG"	27	46	10.9
"19371"	"cleveland cavaliers"	0.292682926829268	"Shaun Livingston"	"PG"	27	49	14.6
"19792"	"miami heat"	0.658536585365854	"Mario Chalmers"	"PG"	27	73	14
"19867"	"boston celtics"	0.304878048780488	"Rajon Rondo"	"PG"	27	30	15.3
"19894"	"indiana pacers"	0.682926829268293	"Roy Hibbert"	"C"	27	81	13.5
"19946"	"miami heat"	0.658536585365854	"Toney Douglas"	"PG"	27	27	10.9
"20061"	"indiana pacers"	0.463414634146341	"C.J. Miles"	"SG"	27	70	14.1
"20128"	"indiana pacers"	0.463414634146341	"Donald Sloan"	"PG"	27	53	13.1
"20142"	"brooklyn nets"	0.463414634146341	"Earl Clark"	"PF"	27	10	6.7
"20260"	"utah jazz"	0.463414634146341	"Joe Ingles"	"SF"	27	79	9.6
"20345"	"boston celtics"	0.48780487804878	"Luigi Datome"	"SF"	27	18	14.9
"20526"	"utah jazz"	0.463414634146341	"Trevor Booker"	"PF"	27	79	15.3
"20546"	"los angeles lakers"	0.25609756097561	"Wayne Ellington"	"SG"	27	65	11.6
"20554"	"denver nuggets"	0.365853658536585	"Wilson Chandler"	"SF"	27	78	13.2
"20636"	"dallas mavericks"	0.51219512195122	"Chandler Parsons"	"SF"	27	61	16.2
"20675"	"denver nuggets"	0.402439024390244	"Darrell Arthur"	"PF"	27	70	12.5
"20750"	"philadelphia 76ers"	0.121951219512195	"Ish Smith"	"PG"	27	50	14.4
"20797"	"charlotte hornets"	0.585365853658537	"Jeremy Lin"	"SG"	27	78	13.8
"20931"	"milwaukee bucks"	0.402439024390244	"Miles Plumlee"	"C"	27	61	17.4
"20945"	"charlotte hornets"	0.585365853658537	"Nicolas Batum"	"SF"	27	70	15.6
"21028"	"charlotte hornets"	0.585365853658537	"Spencer Hawes"	"PF"	27	57	12.4
"21214"	"toronto raptors"	0.621951219512195	"DeMar DeRozan"	"SG"	27	74	24
"21245"	"new orleans pelicans"	0.414634146341463	"E'Twaun Moore"	"SG"	27	73	12.1
"21288"	"boston celtics"	0.646341463414634	"Isaiah Thomas"	"PG"	27	76	26.5
"21383"	"denver nuggets"	0.48780487804878	"Kenneth Faried"	"PF"	27	61	20.3
"21479"	"san antonio spurs"	0.74390243902439	"Nicolás Laprovíttola"	"PG"	27	18	8.4
"21833"	"boston celtics"	0.670731707317073	"Gordon Hayward"	"SF"	27	1	7.3
"21845"	"cleveland cavaliers"	0.609756097560976	"Iman Shumpert"	"SG"	27	14	6.4
"21924"	"washington wizards"	0.524390243902439	"John Wall"	"PG"	27	41	19.1
"22191"	"indiana pacers"	0.585365853658537	"Trey McKinney-Jones"	"SG"	27	1	0
"22419"	"toronto raptors"	0.707317073170732	"Eric Moreland"	"PF"	27	4	7.1
"22652"	"dallas mavericks"	0.402439024390244	"Maxi Kleber"	"PF"	27	71	13.1
"142"	"atlanta hawks"	0.472222222222222	"Ed Macauley"	"PF"	28	72	16.8
"231"	"sacramento kings"	0.458333333333333	"Clyde Lovellette"	"C"	28	71	22.2
"349"	"boston celtics"	0.722222222222222	"Gene Conley"	"PF"	28	50	8.8
"409"	"detroit pistons"	0.388888888888889	"Walter Dukes"	"C"	28	72	13.9
"457"	"boston celtics"	0.786666666666667	"Frank Ramsey"	"SG"	28	73	14.5
"601"	"philadelphia 76ers"	0.481012658227848	"Red Kerr"	"C"	28	79	13.7
"701"	"new york knicks"	0.3625	"Johnny Green"	"PF"	28	80	15.8
"720"	"boston celtics"	0.75	"Sam Jones"	"SG"	28	78	17.9
"939"	"los angeles lakers"	0.525	"Jim Krebs"	"C"	28	68	9.8
"999"	"golden state warriors"	0.2125	"Al Attles"	"PG"	28	73	10.8
"1118"	"golden state warriors"	0.2125	"Wilt Chamberlain"	"C"	28	38	29.8
"1134"	"los angeles lakers"	0.5625	"Bob Boozer"	"PF"	28	78	16.4
"1202"	"atlanta hawks"	0.45	"Lenny Wilkens"	"PG"	28	69	15.9
"1306"	"los angeles lakers"	0.444444444444444	"Jerry West"	"PG"	28	66	22.7
"1320"	"washington wizards"	0.246913580246914	"Johnny Egan"	"PG"	28	71	13
"1528"	"new york knicks"	0.524390243902439	"Walt Bellamy"	"C"	28	82	19.1
"1823"	"boston celtics"	0.414634146341463	"Jim Barnes"	"C"	28	77	11.3
"2023"	"golden state warriors"	0.5	"Jeff Mullins"	"SG"	28	75	17.1
"2127"	"philadelphia 76ers"	0.573170731707317	"Wali Jones"	"SG"	28	41	10.5
"2277"	"atlanta hawks"	0.439024390243902	"Jim Washington"	"PF"	28	67	12.2
"2402"	"cleveland cavaliers"	0.390243902439024	"Bob Rule"	"C"	28	49	9.3
"2453"	"new york knicks"	0.695121951219512	"Earl Monroe"	"SG"	28	75	16.1
"2548"	"sacramento kings"	0.439024390243902	"Matt Guokas"	"SG"	28	79	11.2
"2811"	"new york knicks"	0.597560975609756	"Phil Jackson"	"PF"	28	82	15
"2841"	"chicago bulls"	0.658536585365854	"Tom Boerwinkle"	"C"	28	46	15.4
"2917"	"milwaukee bucks"	0.463414634146341	"Dick Cunningham"	"C"	28	2	4.6
"2964"	"atlanta hawks"	0.378048780487805	"Herm Gilliam"	"SG"	28	60	16.2
"2988"	"boston celtics"	0.731707317073171	"Jo Jo White"	"PG"	28	82	14.9
"3109"	"washington wizards"	0.731707317073171	"Wes Unseld"	"C"	28	73	15
"3288"	"los angeles lakers"	0.48780487804878	"Lucius Allen"	"PG"	28	76	15.1
"3308"	"chicago bulls"	0.292682926829268	"Norm Van Lier"	"PG"	28	76	13
"3344"	"philadelphia 76ers"	0.560975609756098	"Steve Mix"	"SF"	28	81	15.1
"3414"	"houston rockets"	0.597560975609756	"Calvin Murphy"	"PG"	28	82	17.4
"3419"	"boston celtics"	0.536585365853659	"Charlie Scott"	"SG"	28	43	14.1
"3435"	"los angeles lakers"	0.646341463414634	"Cornell Warner"	"PF"	28	14	12.4
"3454"	"phoenix suns"	0.414634146341463	"Dennis Awtrey"	"C"	28	72	9.6
"3480"	"oklahoma city thunder"	0.48780487804878	"Fred Brown"	"SG"	28	72	17.4
"3488"	"phoenix suns"	0.414634146341463	"Gar Heard"	"PF"	28	46	12.6
"3602"	"houston rockets"	0.597560975609756	"Mike Newlin"	"SG"	28	82	16.1
"3758"	"atlanta hawks"	0.5	"Claude Terry"	"SG"	28	27	6.9
"3768"	"brooklyn nets"	0.292682926829268	"Darnell Hillman"	"PF"	28	45	14.6
"3774"	"los angeles lakers"	0.548780487804878	"Dave Robisch"	"C"	28	55	12.6
"3800"	"cleveland cavaliers"	0.524390243902439	"Elmore Smith"	"C"	28	81	19.9
"4059"	"sacramento kings"	0.585365853658537	"Bob Nash"	"SF"	28	82	9.6
"4101"	"phoenix suns"	0.609756097560976	"Don Buse"	"PG"	28	82	11.5
"4193"	"detroit pistons"	0.365853658536585	"Kevin Porter"	"PG"	28	82	17.2
"4231"	"san antonio spurs"	0.585365853658537	"Mike Gale"	"SG"	28	82	12.3
"4299"	"atlanta hawks"	0.560975609756098	"Steve Hawes"	"PF"	28	81	15
"4646"	"houston rockets"	0.5	"Tom Henderson"	"PG"	28	66	9.7
"4686"	"dallas mavericks"	0.182926829268293	"Bill Robinzine"	"PF"	28	70	15.2
"4759"	"detroit pistons"	0.25609756097561	"Edmund Lawrence"	"C"	28	3	19.4
"4957"	"sacramento kings"	0.48780487804878	"Scott Wedman"	"SF"	28	81	14.8
"5149"	"atlanta hawks"	0.51219512195122	"Jim McElroy"	"PG"	28	20	9.3
"5442"	"los angeles lakers"	0.707317073170732	"Eddie Jordan"	"PG"	28	35	5.2
"5586"	"san antonio spurs"	0.646341463414634	"Mike Dunleavy"	"PG"	28	79	14
"5691"	"houston rockets"	0.170731707317073	"Wally Walker"	"SF"	28	82	10.1
"5706"	"denver nuggets"	0.463414634146341	"Anthony Roberts"	"SF"	28	19	6.7
"5828"	"phoenix suns"	0.5	"James Edwards"	"C"	28	72	16.2
"5893"	"cleveland cavaliers"	0.341463414634146	"Lonnie Shelton"	"PF"	28	79	12.6
"5904"	"atlanta hawks"	0.48780487804878	"Mark Landsberger"	"PF"	28	35	8.1
"5919"	"denver nuggets"	0.463414634146341	"Mike Evans"	"PG"	28	78	10.4
"5959"	"phoenix suns"	0.5	"Rick Robey"	"C"	28	61	12.8
"6124"	"cleveland cavaliers"	0.439024390243902	"Edgar Jones"	"PF"	28	26	11.8
"6171"	"golden state warriors"	0.268292682926829	"Jerome Whitehead"	"C"	28	79	12.6
"6173"	"indiana pacers"	0.268292682926829	"Jerry Sichting"	"PG"	28	70	13.6
"6233"	"san antonio spurs"	0.5	"Marc Iavaroni"	"PF"	28	57	9.6
"6277"	"milwaukee bucks"	0.719512195121951	"Paul Mokeski"	"C"	28	79	10.1
"6385"	"new york knicks"	0.280487804878049	"Bill Cartwright"	"C"	28	2	8.9
"6387"	"denver nuggets"	0.573170731707317	"Bill Hanzlik"	"SF"	28	79	15.3
"6388"	"detroit pistons"	0.560975609756098	"Bill Laimbeer"	"C"	28	82	17.6
"6416"	"washington wizards"	0.475609756097561	"Charles Jones"	"C"	28	81	10.5
"6460"	"detroit pistons"	0.560975609756098	"Earl Cureton"	"PF"	28	80	11.7
"6500"	"new york knicks"	0.280487804878049	"James Bailey"	"PF"	28	48	12.6
"6682"	"boston celtics"	0.817073170731707	"Sly Williams"	"SF"	28	6	-0.6
"6798"	"philadelphia 76ers"	0.548780487804878	"Danny Vranes"	"SF"	28	58	6.9
"6806"	"washington wizards"	0.51219512195122	"Darwin Cook"	"SG"	28	82	12.5
"6858"	"indiana pacers"	0.5	"Herb Williams"	"PF"	28	74	14.1
"6872"	"philadelphia 76ers"	0.548780487804878	"Jeff Ruland"	"PF"	28	5	16.1
"6884"	"golden state warriors"	0.51219512195122	"Joe Barry Carroll"	"C"	28	81	18.4
"6972"	"washington wizards"	0.51219512195122	"Mike O'Koren"	"SF"	28	15	5.8
"7199"	"sacramento kings"	0.292682926829268	"Franklin Edwards"	"PG"	28	16	9.9
"7305"	"philadelphia 76ers"	0.439024390243902	"Mark McNamara"	"C"	28	42	9.4
"7452"	"los angeles lakers"	0.75609756097561	"Wes Matthews"	"PG"	28	51	12.4
"7575"	"phoenix suns"	0.670731707317073	"Ed Nealy"	"PF"	28	30	5.3
"7761"	"portland trail blazers"	0.475609756097561	"Richard Anderson"	"PF"	28	72	12
"7801"	"new york knicks"	0.634146341463415	"Sidney Green"	"PF"	28	82	12.6
"7946"	"dallas mavericks"	0.573170731707317	"Derek Harper"	"PG"	28	82	19.8
"7947"	"philadelphia 76ers"	0.646341463414634	"Derek Smith"	"SF"	28	75	13.7
"8017"	"washington wizards"	0.378048780487805	"Jeff Malone"	"SG"	28	75	18.5
"8051"	"miami heat"	0.219512195121951	"Jon Sundvold"	"SG"	28	63	11.2
"8121"	"charlotte hornets"	0.231707317073171	"Mike Holton"	"PG"	28	16	2.9
"8357"	"portland trail blazers"	0.768292682926829	"Danny Young"	"PG"	28	75	11.7
"8425"	"houston rockets"	0.634146341463415	"Hakeem Olajuwon"	"C"	28	56	24.3
"8475"	"utah jazz"	0.658536585365854	"John Stockton"	"PG"	28	82	23.4
"8571"	"new york knicks"	0.475609756097561	"Patrick Ewing"	"C"	28	81	23.7
"8651"	"atlanta hawks"	0.524390243902439	"Tim McCormick"	"C"	28	56	11.9
"8670"	"minnesota timberwolves"	0.353658536585366	"Tyrone Corbin"	"SF"	28	82	16.6
"8690"	"los angeles lakers"	0.524390243902439	"A.C. Green"	"PF"	28	82	16.7
"8716"	"golden state warriors"	0.670731707317073	"Billy Thompson"	"SF"	28	1	0
"8737"	"houston rockets"	0.51219512195122	"Buck Johnson"	"SF"	28	80	10
"8877"	"detroit pistons"	0.585365853658537	"Joe Dumars"	"SG"	28	82	15.4
"8891"	"atlanta hawks"	0.463414634146341	"Jon Koncak"	"C"	28	77	7.4
"8963"	"utah jazz"	0.670731707317073	"Mike Brown"	"C"	28	82	12.3
"9310"	"portland trail blazers"	0.621951219512195	"Joe Wolf"	"C"	28	21	12.9
"9337"	"portland trail blazers"	0.621951219512195	"Kevin Duckworth"	"C"	28	74	11.4
"9406"	"charlotte hornets"	0.536585365853659	"Muggsy Bogues"	"PG"	28	81	14.5
"9431"	"denver nuggets"	0.439024390243902	"Reggie Williams"	"SF"	28	79	15.8
"9690"	"los angeles clippers"	0.329268292682927	"Gary Grant"	"PG"	28	78	13.8
"9732"	"golden state warriors"	0.609756097560976	"Jeff Grayer"	"SG"	28	67	13.2
"9772"	"houston rockets"	0.707317073170732	"Kenny Smith"	"PG"	28	78	14.2
"9958"	"detroit pistons"	0.24390243902439	"Tracy Moore"	"SG"	28	3	33
"9999"	"new york knicks"	0.670731707317073	"Anthony Mason"	"PF"	28	77	14.9
"10059"	"portland trail blazers"	0.536585365853659	"Clifford Robinson"	"SF"	28	75	18.3
"10207"	"indiana pacers"	0.634146341463415	"John Williams"	"SF"	28	34	4.2
"10346"	"boston celtics"	0.426829268292683	"Sherman Douglas"	"PG"	28	65	17
"10365"	"golden state warriors"	0.317073170731707	"Tim Hardaway"	"PG"	28	62	18.3
"10374"	"atlanta hawks"	0.51219512195122	"Tom Hovasse"	"SF"	28	2	0.2
"10760"	"orlando magic"	0.731707317073171	"Nick Anderson"	"SG"	28	77	16.5
"10780"	"atlanta hawks"	0.560975609756098	"Reggie Jordan"	"PG"	28	24	17.1
"10927"	"indiana pacers"	0.475609756097561	"Antonio Davis"	"PF"	28	82	13.8
"10996"	"los angeles lakers"	0.682926829268293	"Corie Blount"	"PF"	28	58	11.9
"11022"	"boston celtics"	0.182926829268293	"Dee Brown"	"PG"	28	21	11.3
"11056"	"los angeles clippers"	0.439024390243902	"Dwayne Schintzius"	"C"	28	15	8.1
"11077"	"denver nuggets"	0.25609756097561	"Eric Murdock"	"PG"	28	12	18.1
"11389"	"cleveland cavaliers"	0.51219512195122	"Tyrone Hill"	"C"	28	74	17.8
"11510"	"new york knicks"	0.524390243902439	"Chris Mills"	"SF"	28	80	12.7
"11639"	"miami heat"	0.670731707317073	"Isaac Austin"	"C"	28	52	16.8
"11725"	"washington wizards"	0.51219512195122	"Lorenzo Williams"	"PF"	28	14	14.1
"11794"	"los angeles lakers"	0.74390243902439	"Rick Fox"	"SF"	28	82	12.5
"12145"	"portland trail blazers"	0.7	"Jim Jackson"	"SG"	28	49	13.1
"12187"	"atlanta hawks"	0.62	"LaPhonso Ellis"	"PF"	28	20	11.8
"12245"	"sacramento kings"	0.54	"Oliver Miller"	"C"	28	4	8.3
"12300"	"brooklyn nets"	0.32	"Scott Burrell"	"SF"	28	32	12.6
"12472"	"washington wizards"	0.353658536585366	"Chris Whitney"	"PG"	28	82	15.6
"12710"	"denver nuggets"	0.426829268292683	"Nick Van Exel"	"PG"	28	79	16
"12854"	"atlanta hawks"	0.304878048780488	"Alan Henderson"	"PF"	28	73	14
"12884"	"golden state warriors"	0.207317073170732	"Bill Curley"	"PF"	28	15	12.1
"13036"	"washington wizards"	0.231707317073171	"Gerard King"	"SF"	28	45	10.1
"13039"	"orlando magic"	0.524390243902439	"Grant Hill"	"SF"	28	4	18.1
"13090"	"brooklyn nets"	0.317073170731707	"Jim McIlvaine"	"C"	28	18	6.2
"13158"	"milwaukee bucks"	0.634146341463415	"Mark Pope"	"PF"	28	63	7.2
"13172"	"cleveland cavaliers"	0.365853658536585	"Michael Hawkins"	"PG"	28	10	3.7
"13306"	"indiana pacers"	0.5	"Travis Best"	"PG"	28	77	16.7
"13352"	"orlando magic"	0.536585365853659	"Andrew DeClercq"	"C"	28	61	10.1
"13376"	"sacramento kings"	0.74390243902439	"Bobby Jackson"	"PG"	28	81	17.3
"13467"	"orlando magic"	0.536585365853659	"Don Reid"	"PF"	28	68	10.1
"13661"	"houston rockets"	0.341463414634146	"Moochie Norris"	"PG"	28	82	13.1
"13756"	"atlanta hawks"	0.402439024390244	"Theo Ratliff"	"C"	28	3	11.1
"13794"	"denver nuggets"	0.329268292682927	"Voshon Lenard"	"SG"	28	71	14.5
"14012"	"portland trail blazers"	0.609756097560976	"Jeff McInnis"	"PG"	28	75	10
"14211"	"dallas mavericks"	0.731707317073171	"Steve Nash"	"PG"	28	82	22.6
"14254"	"boston celtics"	0.536585365853659	"Walter McCarty"	"SF"	28	82	10.8
